SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
1877,2015-11-19,NA,NA,122138,White Rocks Fuels,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,41.54,-106.31,Complete
3028,2016-12-06,82,82,1473,White Rock Fuels,NA,41.54,-106.31,Complete
3601,NA,77,0,58316,East Double Eight Timber Sale Slash Pile Burn,USDI-BLM-Rawlins Field Office,41.53,-106.38,Incomplete
558,2009-10-09,10,10,7860,Bow River Camp Ground,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.52539722,-106.3889361,Complete
3285,NA,NA,0,91891,Double Eight Timber,USDI-BLM-Rawlins Field Office,41.52,-106.38,Incomplete
1705,2014-12-17,NA,NA,65000,Finn Creek Salvage Sale Slash Pile Burn,Wyoming State Forestry Division,41.513056,-106.454444,Complete
559,NA,20,0,33280,Deep Creek Camp Ground,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.45788333,-106.2730194,Incomplete
1653,NA,97,0,34272,NFSR 100,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.42,-106.47,Incomplete
3565,2019-11-15,NA,NA,47100,FSR 100 Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.42,-106.38,Complete
1442,NA,62,0,16370,100 Road Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.41691667,-106.4242333,Incomplete
1208,2012-10-24,1,1,347,Lincoln Park Camp Ground Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.37403333,-106.5137639,Complete
550,NA,5,0,1600,Lincoln Park Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.37385833,-106.5134,Incomplete
1624,NA,10,0,7863,Sugarloaf/Brooklyn Lake Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.36305556,-106.2688889,Incomplete
786,NA,NA,0,NA,Bald Mountain/Mill Creek,USDA-USFS-Medicine Bow-Routt NF-Laramie RD,41.36015556,-106.1168972,Incomplete
1116,NA,110,0,NA,Bald Mountain/Mill Creek,USDA-USFS-Medicine Bow-Routt NF-Laramie RD,41.36015556,-106.1168972,Incomplete
899,NA,10,0,6144,South Brush Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.34446111,-106.4984083,Incomplete
634,2009-10-29,10,10,107000,South Brush Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.34446111,-106.4984083,Complete
546,NA,10,0,207000,South Brush Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.34446111,-106.4984083,Incomplete
931,NA,17,0,8595,200 Road Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.34375833,-106.5114139,Incomplete
1196,2012-11-14,17,17,8595,200 Road Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.34375833,-106.5114139,Complete
548,NA,5,0,43000,Brush Creek Visitor Center Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.34294444,-106.5250611,Incomplete
1445,NA,1,0,471,Brush Creek Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.34162222,-106.5230806,Incomplete
1387,NA,110,0,NA,Bald Mountain Rx,USDA-USFS-Medicine Bow-Routt NF-Laramie RD,41.33972222,-106.1061111,Incomplete
1592,NA,1,0,1650,Snowy Range Slash Pile Burning 2,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.33883611,-106.5225056,Incomplete
905,2011-11-14,30,30,35342,South Brush Work Center Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.33353056,-106.5179694,Complete
930,2011-11-14,30,30,35342,School Bus Turn-around Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.33353056,-106.5179694,Complete
624,NA,2,0,1440,Sled Hill Trailhead Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.333525,-106.5184667,Incomplete
1446,NA,224,0,20627,French Creek Timber Sale Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.33098889,-106.5070806,Incomplete
677,2010-08-25,2000,2000,NA,Morgan Creek,USDI-BLM-Rawlins Field Office,41.33055556,-107.2794444,Complete
898,NA,500,0,NA,Morgan Creek,USDI-BLM-High Desert District (Rawlins Field Office),41.33055556,-107.2794444,Incomplete
1354,2013-01-29,20,20,22656,Highway 130-1 Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.33011111,-106.5161556,Complete
1656,NA,3,0,1221,Ryan Park North,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.33,-106.51,Incomplete
3223,NA,38,0,12828,Mill Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.33,-107.22,Incomplete
3284,NA,38,0,12828,Mill Creek,USDI-BLM-Rawlins Field Office,41.33,-107.22,Incomplete
622,NA,3,0,7776,Ryan Park Snowmobile Parking Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.3267,-106.4958972,Incomplete
544,NA,10,0,32000,Ryan Park Snowmobile Parking Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.3267,-106.4958972,Incomplete
906,2011-10-17,5,5,15707,Snow Survey Cabin Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.32636111,-106.3780944,Complete
1206,2012-10-24,1,1,1375,Snow Survey Cabin Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.32636111,-106.3780944,Complete
633,NA,5,0,30000,Snow Survey Cabin Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.32636111,-106.3780944,Incomplete
1652,2014-12-18,2,2,410,HWY 130,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.325979,-106.466539,Complete
623,2010-11-15,5,5,42240,Ryan Park Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.325825,-106.49185,Complete
545,NA,31,0,156000,Ryan Park Camground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.325825,-106.49185,Incomplete
1402,NA,328,0,NA,Red Wash Cattails Rx Burn,USDI-BLM-Rawlins Field Office,41.32518056,-107.7683361,Incomplete
1448,NA,161,0,65751,Highway 130 Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.32301389,-106.4573056,Incomplete
1655,NA,4,0,19,Ryan Park North,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.321319,-106.49,Incomplete
1450,NA,62,0,8782,Ryan Park North Stewardship Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.31394722,-106.4958722,Incomplete
1204,2012-10-24,50,50,19473,Silver Lake Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.31135,-106.3597639,Complete
1590,NA,876,0,NA,Divide Peak Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.31020278,-107.1553278,Incomplete
3825,NA,876,0,NA,Divide Peak #1,NA,41.31,-107.16,Incomplete
3347,NA,876,0,NA,Divide Peak #1 Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.31,-107.16,Incomplete
3677,NA,876,0,NA,Divide Peak,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.31,-107.16,Incomplete
1805,NA,876,0,NA,Divide Peak Prescribed Burn,"USDA Forest Service, Brush Creek/Hayden Ranger District",41.31,-107.16,Incomplete
2024,2016-04-14,876,876,NA,Divide Peak #1 Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.31,-107.16,Complete
3148,NA,876,0,NA,Divide Peak #1 Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.31,-107.16,Incomplete
1591,NA,1,0,1675,Snowy Range Slash Pile Burning 1,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.30631389,-106.4786833,Incomplete
3533,2019-11-19,300,300,NA,Divide Peak #1,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.3,-107.18,Complete
650,NA,NA,0,33426,Waste Water Plant Site Burn,"City of Evanston, WY",41.28710278,-111.0044444,Incomplete
575,NA,10,0,57000,Jack Creek Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.28461944,-107.1208028,Incomplete
631,2010-10-26,10,10,16000,Jack Creek Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.28461944,-107.1208028,Complete
627,2009-11-13,1,1,1296,Upper Tie Hack Trailhead Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.28295833,-106.4599333,Complete
690,2010-11-19,42,42,396000,Jack Creek Timber Sale BD Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.28256111,-107.1114028,Complete
632,2010-11-10,2,2,750,Lower French Creek Trailhead Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.28066111,-106.3474944,Complete
933,NA,10,0,1884,Jack Creek Work Center & Access Road Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.27405278,-107.1020722,Incomplete
626,2009-11-05,10,10,17740,Jack Creek Workcenter Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.27366389,-107.1091333,Complete
1715,2015-02-20,160,160,NA,Pole Mtn Vegetation Project phase 1,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.26,-105.31,Complete
1947,2016-05-12,320,320,NA,Pole Mtn Vegetation Project phase 3,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.26,-105.31,Complete
1620,NA,80,0,NA,Pole Mtn Vegetation Project phase 1,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.2575,-105.3102778,Incomplete
1619,NA,10,0,46119,Pole Mtn Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.2530556,-105.4152778,Incomplete
1332,NA,35,0,40286,Pole Mountain Piles,USDA-USFS-Medicine Bow-Routt NF-Laramie RD,41.25305556,-105.4152778,Incomplete
1714,2015-11-24,10,10,46119,Pole Mtn Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.25,-105.42,Complete
3406,NA,5,0,39122,Corral Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.25,-106.57,Incomplete
1444,NA,116,0,71674,452 Road Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.24661389,-107.1635139,Incomplete
625,2010-10-26,2,2,2000,Deep Jack Trail Head,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.24519722,-107.1166361,Complete
1875,NA,650,0,453240,Dirtyman Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.24,-107.2,Incomplete
3061,2016-12-14,NA,NA,368093,Dirtyman Creek/Hansen Timber Sale Slash Piles,USDI-BLM-Rawlins Field Office,41.24,-107.2,Complete
1266,2012-12-20,650,650,453240,Dirtyman Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.23574111,-107.1951275,Complete
1536,NA,650,0,453240,Dirtyman Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.23574111,-107.1951275,Incomplete
686,NA,3,0,150000,Sourdough Gravel Pit Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.23291111,-106.418025,Incomplete
1654,NA,149,0,58927,NFSR500,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.23,-106.41,Incomplete
552,NA,1,0,1000,Transfer Park Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.22963056,-106.475925,Incomplete
1449,NA,1,0,765,Recreation Residence Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.22915833,-106.4765694,Incomplete
629,2010-10-26,2,2,2048,French Creek Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.22603333,-106.4809278,Complete
1541,NA,1,0,208260,School Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.22408611,-106.536775,Incomplete
1859,2015-11-25,20,20,9233,500 Road,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.22,-106.25,Complete
1873,2015-12-01,2,2,150468,School Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.22,-106.54,Complete
3566,2019-11-25,NA,NA,13040,FSR500,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.22,-106.38,Complete
3020,2016-11-23,NA,NA,300000,Deep Creek Salvage Sale Slash Pile Burn,Wyoming State Forestry Division,41.21,-107.2,Complete
3063,2016-12-19,NA,NA,91891,Teddy Creek Timber Sale Slash Piles,USDI-BLM-Rawlins Field Office,41.21,-106.92,Complete
3116,NA,300,0,105000,Currant Creek Ridge RX,USDI-BLM-Rock Springs Field Office,41.21,-109.44,Incomplete
3117,2017-11-07,1000,1000,40,Lousy George Spring HFR RX,USDI-BLM-Rock Springs Field Office,41.21,-109.44,Complete
3291,NA,300,0,NA,Currant Creek Ridge RX,USDI-BLM-Rock Springs Field Office,41.21,-109.44,Incomplete
1626,2014-11-18,50,50,39955,Rob Roy Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.20777778,-106.2652778,Complete
3113,NA,NA,0,91891,Teddy Creek Timber Sale Slash Piles,USDI-BLM-Rawlins Field Office,41.2,-106.9,Incomplete
3233,NA,2,0,150468,School Creek Slash Piles,USDI-BLM-Rawlins Field Office,41.2,-106.52,Incomplete
1709,2015-11-04,320,320,157079,Currant Creek Ridge Juniper,USDI-BLM-Rock Springs Field Office,41.19,-109.45,Complete
3029,2016-12-01,NA,NA,24000,Hell Canyon,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.19,-107.29,Complete
3224,2017-11-07,NA,NA,65000,Hell Canyon,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.19,NA,Complete
532,NA,1500,0,NA,Deep Creek,USDI-BLM-Rawlins Field Office,41.1850817,-107.4690742,Incomplete
1712,NA,337,0,NA,2015 North WUI Units,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.18,-106.13,Incomplete
2015,NA,337,0,NA,2015 North WUI Units,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.18,-106.13,Incomplete
3040,NA,NA,0,70000,Teddy Creek Salvage Sale Slash Pile Burn,Wyoming State Forestry Division,41.18,-106.96,Incomplete
3230,2017-11-08,NA,NA,45000,Highway 70 Roadside Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.18,-106.9,Complete
3231,NA,NA,0,13000,Soldier Summit#1 Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Parks RD,41.18,-106.9,Incomplete
3396,NA,NA,0,NA,Green Ridge Piles,NA,41.18,-107.28,Incomplete
3564,NA,NA,0,13040,Green Ridge Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.18,-107.28,Incomplete
1201,2012-11-10,82,82,28826,801 Road Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.17909444,-107.2153833,Complete
628,NA,15,0,114750,Bottle Creek Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.17638889,-106.9023611,Incomplete
547,NA,10,0,104000,Bottle Creek Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.17638889,-106.9023611,Incomplete
1207,2012-12-14,1,1,347,Bottle Creek Camp Ground Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.17468333,-106.8995889,Complete
1092,NA,2775,0,NA,Sandstone Prescribed Burn,USDA-USFS-Brush Creek/Hayden Ranger District,41.17325,-106.2673361,Incomplete
602,NA,1280,0,NA,Sandstone Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.17325,-106.2673361,Incomplete
1390,NA,2775,0,NA,Sandstone Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.17325,-106.2673361,Incomplete
1576,NA,2575,0,NA,Sandstone Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.17325,-106.2673361,Incomplete
1662,NA,34,0,24452,Solider Summit 1,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.172813,-106.814686,Incomplete
1451,NA,141,0,20999,Soldier Summit Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.17016389,-106.9068194,Incomplete
1806,NA,2575,0,NA,Sandstone Prescribed Burn,"USDA Forest Service, Brush Creek/Hayden Ranger District",41.17,-106.27,Incomplete
1658,NA,33,0,7882,NFSR 801,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.164917,-107.215917,Incomplete
1625,NA,50,0,25930,Lake Owen Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.16194444,-106.1375,Incomplete
561,2009-10-01,1,1,1920,Green Mountain Falls Trail Head,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.16001944,-106.8911667,Complete
1867,2015-11-20,679,679,49965,Soldier Summit #1,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Parks RD,41.16,-106.9,Complete
3030,2016-12-08,NA,NA,50000,Soldier Summit 1,NA,41.16,-106.9,Complete
3052,NA,NA,0,37000,Highway 70 Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Brush Creek/Hayden RD,41.15,-106.95,Incomplete
688,2010-10-25,3,3,2600,Lost Creek CG Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.14250833,-107.0759639,Complete
687,2010-10-25,3,3,2500,Baby Lakes Trail Head Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.13833611,-107.0764306,Complete
900,2011-11-01,NA,NA,51199,Road 550 Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden Ranger District,41.13280556,-106.8864639,Complete
3344,NA,1500,0,NA,Tensleep Canyon 2,USDA-USFS-Bighorn NF-Powder River RD,41.13,-107.26,Incomplete
793,NA,791,0,NA,Prospect Mountain Prescribed Burn,USDI-BLM-High Desert District (Rawlins Field Office),41.11989444,-106.4360583,Incomplete
660,NA,120,0,NA,Red Wash Wetlands,USDI-BLM-Rock Springs Field Office,41.11989444,-106.4360583,Incomplete
526,NA,791,0,NA,Prospect Mountain Prescribed Burn,USDI-BLM-Rawlins Field Office,41.11989444,-106.4360583,Incomplete
1407,NA,360,0,NA,Prospect Mountain Prescribed Burn,USDI-BLM-High Desert District (Rawlins Field Office),41.11989444,-106.4360583,Incomplete
1596,NA,360,0,NA,Prospect Mountain Prescribed Burn,USDI-BLM-Rawlins Field Office,41.11989444,-106.4360583,Incomplete
775,2011-05-06,250,250,NA,Brown's Spring Rx,USDI-BLM-Rock Springs Office,41.11981944,-109.2183972,Complete
939,NA,10,0,933,Skyline Fuels Unit 3 Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden Ranger District,41.11707778,-106.6170639,Incomplete
938,NA,10,0,5598,Skyline Fuels Unit 4 Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden Ranger District,41.11451111,-106.6072194,Incomplete
1205,2012-12-11,50,50,3392,Skyline Fuels Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.11416389,-106.6105556,Complete
553,NA,5,0,4000,Little Beaver Creek Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.11156111,-106.6063667,Incomplete
689,2010-11-25,3,3,3000,Sandstone Work Center Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.11125833,-107.17155,Complete
557,NA,1,0,1920,Sandstone Work Center,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.11068889,-107.1712389,Incomplete
551,NA,5,0,3072,Hog Park Campground Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.11050833,-106.17075,Incomplete
683,2010-10-25,2000,2000,3500000,Battle Hazardous Fuels Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.11017222,-107.2057472,Complete
901,2011-11-03,NA,NA,1085734,Battle Hazardous Fuels Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden Ranger District,41.11017222,-107.2057472,Complete
1202,2012-11-10,5,5,4000,Battle Hazardous Fuels Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.11017222,-107.2057472,Complete
1868,2015-11-20,216,216,13128,Soldier Summit #2,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Parks RD,41.11,-106.9,Complete
1659,2014-12-17,1,1,821,HWY 70,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.10925,-107.204722,Complete
1443,NA,15,0,10665,409 Road Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.10851667,-106.7278278,Incomplete
560,2009-10-02,1,1,1920,Green Mountain Trail Head,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.10849722,-106.9107417,Complete
1447,NA,34,0,27133,Highway 70 Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.10833056,-107.1820028,Incomplete
670,NA,17,0,NA,Battle Unit 3 Prescribed Burn,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.10349444,-107.2351389,Incomplete
2028,2016-04-04,2100,2100,NA,Lousey George,USDI-BLM-Rock Springs Field Office,41.1,-109.35,Complete
1203,2012-10-25,1,1,1200,Carbon Power & Light Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.09238611,-106.8571944,Complete
907,NA,167,0,270852,Road 409 Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.08273611,-106.7364083,Incomplete
1197,2012-11-15,70,70,270852,Road 409 Hazard Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.08273611,-106.7364083,Complete
1858,2015-11-17,10,10,3567,Fox park,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.08,-106.18,Complete
1864,2015-11-09,411,411,92795,Blackhall,"USDA Forest Service, Brush Creek/Hayden Ranger District",41.08,-106.71,Complete
1874,NA,NA,0,147518,Jelm Mountain Slash Piles,USDI-BLM-Rawlins Field Office,41.08,-105.99,Incomplete
3050,2016-11-30,NA,NA,147518,Jelm Mountain Slash Piles,USDI-BLM-Rawlins Field Office,41.08,-105.99,Complete
1537,NA,NA,0,147518,Jelm Mountain Slash Piles,USDI-BLM-Rawlins Field Office,41.07962222,-105.9886639,Incomplete
3232,2017-11-15,NA,NA,60000,Broadway Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.07,-106.71,Complete
1638,NA,10,0,6443,HWY 230 Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.0638889,-106.1383333,Incomplete
691,NA,450,0,NA,Lower Sage,USDA-USFS-UWF,41.06277778,-110.3061111,Incomplete
1713,2015-11-17,10,10,6443,HWY 230 Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.06,-106.14,Complete
1639,2014-12-05,50,50,30159,530 and Pelton RC,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.0533333,-106.2077778,Complete
2002,NA,20,0,6291,Pelton Piles and Decks,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.05,-106.21,Incomplete
3411,NA,NA,0,13696,Chief Joseph Area Piles,NA,41.05,-106.67,Incomplete
903,2011-11-01,40,40,35994,Carbon Power & Light Tree Slash Pile Burning,USDA-USFS-Medicine Bow-Routt NF-Brush Creek/Hayden RD,41.04035278,-106.8699056,Complete
3381,NA,NA,0,28054,Porcupine,USDA-USFS-Uinta-Wasatch-Cache NF-Evanston-Mountain View RD,41.04,-110.4,Incomplete
3515,NA,84,0,28054,Porcupine,USDA-USFS-Uinta-Wasatch-Cache NF-Evanston-Mountain View RD,41.04,-110.4,Incomplete
3624,NA,NA,0,28054,Porcupine,USDA-USFS-Uinta-Wasatch-Cache NF-Evanston-Mountain View RD,41.04,-110.4,Incomplete
