name,start_date,end_date,agency,unit,acres,type,receptors,lat,lng,approval_type,elevation,airshed,class1,nonattainment,added_on
Johnson Creek â€“ Nizhoni RX ,3/28/2018,4/3/2018,USFS,Manti-La Sal South Zone,650,Broadcast,"Monticello , Blanding ",37.778,-109.546,Historical,7200,"16 - Above 6,500 feet
",0,0,3/19/2018
Johnson Creek â€“ Nizhoni RX ,3/20/2018,3/26/2018,USFS,Manti-La Sal South Zone,650,Broadcast,"Monticello , Blanding ",37.778,-109.546,Historical,7200,"16 - Above 6,500 feet
",0,0,3/19/2018
Blue Mountain Piles ,3/27/2018,4/2/2018,USFS,Manti-La Sal South Zone,10,Broadcast,Blue mountain ranch,37.793,-109.419,Historical,7000,"16 - Above 6,500 feet
",0,0,3/19/2018
Blue Mountain Piles ,3/20/2018,3/26/2018,USFS,Manti-La Sal South Zone,10,Broadcast,Blue mountain ranch,37.793,-109.419,Historical,7000,"16 - Above 6,500 feet
",0,0,3/19/2018
Fremont River Slash Pile ,3/21/2018,3/27/2018,USFS,Fishlake NF Richfield,10,Piles,,38.531,-111.743,Historical,6500,"16 - Above 6,500 feet
",0,0,3/19/2018
Rich Piles,3/20/2018,3/27/2018,State,Bear River Area,4,Piles,,41.993,-111.26,Historical,5000,1 - N. West Desert,0,0,3/19/2018
Tamarisk Programatic,3/19/2018,3/25/2018,BLM,Canyon Country District,0.5,Piles,,38.555,-109.588,Historical,3924,12 - Upper Colo. R.,0,0,3/18/2018
Horse Hollow,3/20/2018,3/26/2018,USFS,Fishlake NF Fillmore,400,Broadcast,"Richfield City, Holden City, Fillmore City",38.95,-112.271,Historical,5500,"2 - S. West Desert
",0,0,3/15/2018
Dikes and Piles,3/16/2018,3/22/2018,FWS,Rocky/Basin Refuges,5,Piles,"Tremonton, Corinne, Bigham City",41.48,-112.268,Historical,4200,"4 - Cache/Bear R.
",0,1,3/14/2018
Ashley NF Piles,3/14/2018,3/20/2018,USFS,Ashley NF East Zone,5,Piles,,40.673,-109.612,Historical,8900,"16 - Above 6,500 feet
",0,0,3/13/2018
Green River District Programmatic Pile Plan,3/14/2018,3/18/2018,BLM,Green River District,15,Piles,,40.572,-109.659,Historical,4800,"16 - Above 6,500 feet
",0,0,3/13/2018
Duck Creek Fuels Piles,3/14/2018,3/20/2018,USFS,Dixie NF Cedar City,600,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,3/13/2018
Dikes and Piles,3/13/2018,3/14/2018,FWS,Rocky/Basin Refuges,10,Piles,"Tremonton, Corinne, Bigham City",41.468,-112.228,Historical,4200,1 - N. West Desert,0,1,3/12/2018
Argyle,3/15/2018,3/21/2018,State,Northeastern Area,15,Piles,Hwy 191,39.88,-110.733,Historical,7200,"16 - Above 6,500 feet
",0,0,3/12/2018
Zion Grass RX,3/8/2018,3/14/2018,NPS,Utah NPS Units,15,Broadcast,,37.211,-112.977,Historical,3999,"3 - Virgin R.
",1,0,3/6/2018
UOA Piles,3/5/2018,3/9/2018,BIA,Uintah and Ouray Agency,20,Piles,"Randlett, Ft. Duchesne, Myton",40.192,-109.921,Historical,4750,"9 - Uinta Basin
",0,0,3/5/2018
Duck Creek Fuels Piles,3/5/2018,3/11/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,3/2/2018
Green River District Programmatic Pile Plan,3/5/2018,3/10/2018,BLM,Green River District,20,Piles,,40.572,-109.659,Historical,4800,"16 - Above 6,500 feet
",0,0,3/1/2018
East Zone Pile Burn,3/1/2018,3/7/2018,USFS,UWC NF North Zone,5,Piles,,40.219,-111.247,Historical,7,"16 - Above 6,500 feet
",0,0,3/1/2018
Blue Mountain Piles ,3/12/2018,3/18/2018,USFS,Manti-La Sal South Zone,10,Broadcast,Blue mountain ranch,37.793,-109.419,Historical,7000,"16 - Above 6,500 feet
",0,0,3/1/2018
East Zone Pile Burn,2/28/2018,3/6/2018,USFS,UWC NF North Zone,450,Piles,,40.87,-110.543,Historical,7,"16 - Above 6,500 feet
",0,0,2/27/2018
Snake Valley,3/1/2018,3/7/2018,BLM,West Desert District,271,Piles,"Partoun, Trout Creek, Gandy",39.578,-113.872,Historical,4500,"2 - S. West Desert
",0,0,2/27/2018
Blue Mountain Piles ,3/5/2018,3/11/2018,USFS,Manti-La Sal South Zone,10,Broadcast,Blue mountain ranch,37.793,-109.419,Historical,7000,"16 - Above 6,500 feet
",0,0,2/27/2018
UOA Piles,2/26/2018,2/2/2018,BIA,Uintah and Ouray Agency,200,Piles,"Randlett, Ft. Duchesne, Myton",40.192,-109.921,Historical,4750,"9 - Uinta Basin
",0,0,2/26/2018
Zion Piles,2/26/2018,3/2/2018,NPS,Utah NPS Units,3,Piles,Springdale,37.389,-113.037,Historical,3900,"16 - Above 6,500 feet
",1,0,2/23/2018
Duck Creek Fuels Piles,2/26/2018,3/4/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,2/23/2018
Cedar City Piles,2/26/2018,3/4/2018,USFS,Dixie NF Cedar City,8000,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.514,-112.745,Historical,7300,"16 - Above 6,500 feet
",0,0,2/23/2018
SEUG Tamarisk Piles,2/22/2018,2/28/2018,NPS,Utah NPS Units,15,Piles,"Moab, Castle Valley",38.73,-109.518,Historical,3900,12 - Upper Colo. R.,1,0,2/22/2018
Devil Canyon,2/21/2018,2/27/2018,BLM,Canyon Country District,50,Piles,,37.69,-109.347,Historical,5577,"15 - San Juan R.
",0,0,2/20/2018
Deep Creek,2/21/2018,2/25/2018,State,Northeastern Area,4,Piles,3 homes,40.537,-109.765,Historical,6600,"16 - Above 6,500 feet
",0,0,2/20/2018
Johnson Creek,2/21/2018,2/27/2018,State,Southeastern Area,40,Piles,"Monticello, Blanding",37.727,-109.458,Historical,6500,"16 - Above 6,500 feet
",0,0,2/20/2018
Zion Piles,2/21/2018,2/23/2018,NPS,Utah NPS Units,3,Piles,Springdale,37.207,-112.976,Historical,3900,"3 - Virgin R.
",1,0,2/20/2018
Fremont River Slash Pile ,2/21/2018,2/27/2018,USFS,Fishlake NF Richfield,50,Piles,,38.648,-111.671,Historical,6500,"16 - Above 6,500 feet
",0,0,2/20/2018
UOA Piles,2/19/2018,2/23/2018,BIA,Uintah and Ouray Agency,30,Piles,"Randlett, Ft. Duchesne, Myton",40.182,-109.956,Historical,4750,1 - N. West Desert,0,0,2/16/2018
Duck Creek Fuels Piles,2/19/2018,2/25/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,2/15/2018
Cedar City Piles,2/19/2018,2/25/2018,USFS,Dixie NF Cedar City,800,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.523,-112.808,Historical,7300,"16 - Above 6,500 feet
",0,0,2/15/2018
parleys summit,2/18/2018,2/24/2018,State,Northeastern Area,10,Piles,,40.748,-111.595,Historical,6671,"16 - Above 6,500 feet
",0,0,2/14/2018
Meadow,3/13/2018,3/19/2018,BLM,West Desert District,207,Piles,"Kanosh, Meadow, I-15, Fillmore",38.877,-112.363,Historical,5100,"2 - S. West Desert
",0,0,2/13/2018
Argyle,2/14/2018,2/20/2018,State,Northeastern Area,10,Piles,Hwy 191,39.88,-110.733,Historical,7200,"16 - Above 6,500 feet
",0,0,2/13/2018
Fremont River Slash Pile ,2/14/2018,2/20/2018,USFS,Fishlake NF Richfield,25,Piles,,38.648,-111.671,Historical,6500,"16 - Above 6,500 feet
",0,0,2/13/2018
SEUG Tamarisk Piles,2/14/2018,2/20/2018,NPS,Utah NPS Units,45,Piles,"Moab, Castle Valley",38.733,-109.519,Historical,3900,12 - Upper Colo. R.,1,0,2/13/2018
Tamarisk Programatic,2/13/2018,2/19/2018,BLM,Canyon Country District,0.1,Piles,,38.616,-109.529,Historical,3924,12 - Upper Colo. R.,0,0,2/12/2018
Beaver Ranger District Slash Piles,2/14/2018,2/20/2018,USFS,Fishlake NF Beaver,50,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,2/12/2018
East Zone Pile Burn,2/14/2018,2/16/2018,USFS,UWC NF North Zone,50,Piles,,40.951,-110.572,Historical,7,"16 - Above 6,500 feet
",0,0,2/12/2018
Pine Valley District Piles,2/13/2018,2/18/2018,USFS,Dixie NF Pine Valley,5,Piles,"Veyo, New Harmony, Central",37.444,-113.494,Historical,5200,"16 - Above 6,500 feet
",0,0,2/12/2018
Ekker Rx,2/14/2018,2/14/2018,State,Wasatch Front Area,50,Piles,"Vernon, Eureka",39.981,-112.427,Historical,6400,1 - N. West Desert,0,1,2/12/2018
Alpine School District Clear Creek Camp,2/14/2018,2/20/2018,State,Southeastern Area,3.5,Piles,,39.698,-111.159,Historical,7855,"16 - Above 6,500 feet
",0,0,2/12/2018
Color Country Piles,2/13/2018,2/16/2018,BLM,Color Country District,0.1,Piles,"Dammeron Valley, Veyo, Central, Gunlock",37.611,-113.094,Historical,2800,"2 - S. West Desert
",0,0,2/12/2018
Zion Piles,2/13/2018,2/16/2018,NPS,Utah NPS Units,8,Piles,Springdale,37.385,-113.032,Historical,3900,"16 - Above 6,500 feet
",1,0,2/12/2018
Powell District Piles,2/13/2018,2/19/2018,USFS,Dixie NF Pine Valley,200,Piles,"Bryce Canyon Airport, Bryce Canyon City, Bryce Canyon City",37.805,-112.119,Historical,7000,"16 - Above 6,500 feet
",0,0,2/11/2018
Duck Creek Fuels Piles,2/12/2018,2/18/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,2/8/2018
Cedar City Piles,2/12/2018,2/18/2018,USFS,Dixie NF Cedar City,800,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.512,-112.746,Historical,7300,"16 - Above 6,500 feet
",0,0,2/8/2018
Duck Creek Fuels Aspen,2/12/2018,2/18/2018,USFS,Dixie NF Cedar City,600,Broadcast,"Highway 14, Duck Creek Village",37.497,-112.647,Historical,7300,"16 - Above 6,500 feet
",0,0,2/8/2018
UOA Piles,2/12/2018,2/18/2018,BIA,Uintah and Ouray Agency,30,Piles,"Randlett, Ft. Duchesne, Myton",40.189,-109.915,Historical,4750,"9 - Uinta Basin
",0,0,2/6/2018
Ford Ridge Piles,2/5/2018,2/11/2018,BLM,Canyon Country District,75,Piles,"Castle Gate, Colton",39.788,-110.932,Historical,7000,"16 - Above 6,500 feet
",0,0,2/5/2018
Powell District Piles,2/6/2018,2/12/2018,USFS,Dixie NF Pine Valley,200,Piles,"Bryce Canyon Airport, Bryce Canyon City, Bryce Canyon City",37.805,-112.119,Historical,7000,"16 - Above 6,500 feet
",0,0,2/5/2018
North Slope Piles,2/6/2018,2/12/2018,State,Northeastern Area,10,Piles,,40.944,-110.795,Historical,8300,"16 - Above 6,500 feet
",0,0,2/5/2018
Beaver Ranger District Slash Piles,2/6/2018,2/12/2018,USFS,Fishlake NF Beaver,100,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,2/5/2018
Duck Creek Fuels Piles,2/5/2018,2/11/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.482,-112.692,Historical,7300,"16 - Above 6,500 feet
",0,0,2/1/2018
Cedar City Piles,2/5/2018,2/11/2018,USFS,Dixie NF Cedar City,600,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.523,-112.802,Historical,7300,"16 - Above 6,500 feet
",0,0,2/1/2018
Flat Top/Steve's Basin Rx,2/1/2018,2/7/2018,USFS,Fishlake NF Richfield,50,Partial Burn,"Interstate 70, Salina, Redmond, Aurora, Sigurd, Glenwood, Richfield",38.975,-111.695,Historical,6500,"16 - Above 6,500 feet
",0,0,1/31/2018
Meadow,2/7/2018,2/13/2018,BLM,West Desert District,207,Piles,"Kanosh, Meadow, I-15, Fillmore",38.877,-112.363,Historical,5100,"2 - S. West Desert
",0,0,1/31/2018
Grouse Creek Piles,2/5/2018,2/11/2018,State,Bear River Area,350,Piles,,41.681,-113.819,Historical,5200,1 - N. West Desert,0,1,1/31/2018
Argyle,1/31/2018,2/6/2018,State,Northeastern Area,10,Piles,Hwy 191,39.88,-110.733,Historical,7200,"16 - Above 6,500 feet
",0,0,1/30/2018
Tamarisk Programatic,1/30/2018,2/5/2018,BLM,Canyon Country District,0.1,Piles,,38.607,-109.541,Historical,3924,12 - Upper Colo. R.,0,0,1/30/2018
South Monroe,1/31/2018,2/6/2018,USFS,Fishlake NF Richfield,350,Stand Replace,"Greenwich, Wayne County, Koosharem , Marysvale, Sevier Valley, North Sevier Valley",38.432,-112.035,Historical,8000,"16 - Above 6,500 feet
",0,0,1/29/2018
Monroe Mountain Piles,1/30/2018,2/5/2018,State,Central Area,5,Piles,"Koosharem, Monroe",38.533,-112.039,Historical,9700,"16 - Above 6,500 feet
",0,0,1/29/2018
Ashley NF Piles,1/30/2018,2/5/2018,USFS,Ashley NF East Zone,5,Piles,,40.639,-109.599,Historical,8900,"16 - Above 6,500 feet
",0,0,1/29/2018
NZ ADMIN PILE BURN,2/15/2018,2/15/2018,USFS,Manti-La Sal North Zone,1,Piles,"Skyline Mine, Huntington",39.313,-111.291,Historical,6500,"16 - Above 6,500 feet
",0,0,1/29/2018
East Zone Pile Burn,1/28/2018,2/3/2018,USFS,UWC NF North Zone,5,Piles,,40.22,-111.244,Historical,7,"16 - Above 6,500 feet
",0,0,1/25/2018
Beaver Ranger District Slash Piles,1/30/2018,2/5/2018,USFS,Fishlake NF Beaver,50,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,1/25/2018
Alpine School District Clear Creek Camp,1/26/2018,2/1/2018,State,Southeastern Area,3,Piles,,39.698,-111.159,Historical,7855,"16 - Above 6,500 feet
",0,0,1/24/2018
UOA Piles,1/29/2018,2/4/2018,BIA,Uintah and Ouray Agency,12,Piles,"Randlett, Ft. Duchesne, Myton",40.295,-109.862,Historical,4750,"9 - Uinta Basin
",0,0,1/24/2018
Duck Creek Fuels Piles,1/26/2018,2/1/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,1/24/2018
Cedar City Piles,1/26/2018,2/1/2018,USFS,Dixie NF Cedar City,1000,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,1/24/2018
Deep Creek,1/25/2018,1/31/2018,State,Northeastern Area,10,Piles,3 homes,40.537,-109.765,Historical,6600,"16 - Above 6,500 feet
",0,0,1/24/2018
Monroe Mountain Piles,1/24/2018,1/25/2018,State,Central Area,10,Piles,"Koosharem, Monroe",38.533,-112.039,Historical,9700,"16 - Above 6,500 feet
",0,0,1/23/2018
D4 Piles,1/24/2018,1/29/2018,USFS,Dixie NF Cedar City,10,Piles,"Capitol Reef National Park, Box Death Hollow Wilderness, Bryce Canyon National Park",37.97,-111.851,Historical,8200,"16 - Above 6,500 feet
",0,0,1/23/2018
Rainbow Point Piles,1/25/2018,1/31/2018,NPS,Utah NPS Units,15,Piles,"Cannonville, Tropic, Bryce Canyon City",37.474,-112.24,Historical,9035,"16 - Above 6,500 feet
",1,0,1/23/2018
SEUG Admin Piles,1/31/2018,1/31/2018,NPS,Utah NPS Units,10,Piles,"Castle Valley, Moab",38.616,-109.616,Historical,4000,12 - Upper Colo. R.,1,0,1/23/2018
SEUG Tamarisk Piles,1/31/2018,2/2/2018,NPS,Utah NPS Units,8,Piles,"Moab, Castle Valley",38.613,-109.579,Historical,3900,12 - Upper Colo. R.,1,0,1/23/2018
Johnson Creek,1/29/2018,2/1/2018,State,Southeastern Area,40,Piles,"Monticello, Blanding",37.727,-109.458,Historical,6500,"16 - Above 6,500 feet
",0,0,1/23/2018
South Monroe,1/23/2018,1/26/2018,USFS,Fishlake NF Richfield,100,Stand Replace,"Greenwich, Wayne County, Koosharem , Marysvale, Sevier Valley, North Sevier Valley",38.392,-112.043,Historical,8000,"16 - Above 6,500 feet
",0,0,1/22/2018
D4 Administrative Piles Rx,1/23/2018,1/26/2018,USFS,Fishlake NF Richfield,100,Piles,"Fishlake Basin, Wayne County, Greenwich, Koosharem, Burrville",38.527,-111.913,Historical,6500,"16 - Above 6,500 feet
",0,0,1/22/2018
Grouse Creek Piles,1/23/2018,1/29/2018,State,Bear River Area,150,Piles,,41.681,-113.819,Historical,5200,1 - N. West Desert,0,1,1/22/2018
Beaver Ranger District Slash Piles,1/23/2018,1/29/2018,USFS,Fishlake NF Beaver,50,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,1/22/2018
Cold Springs DWR,1/19/2018,1/25/2018,State,Southeastern Area,5,Piles,"East Carbon City, Utah",39.649,-110.315,Historical,7500,"16 - Above 6,500 feet
",0,0,1/19/2018
Ashley NF Piles,1/22/2018,1/28/2018,USFS,Ashley NF East Zone,5,Piles,,40.673,-109.612,Historical,8900,"16 - Above 6,500 feet
",0,0,1/19/2018
Fremont River Slash Pile ,1/23/2018,1/29/2018,USFS,Fishlake NF Richfield,20,Piles,,38.555,-111.76,Historical,6500,"16 - Above 6,500 feet
",0,0,1/19/2018
Tamarisk Programatic,1/22/2018,1/28/2018,BLM,Canyon Country District,0.1,Piles,,38.613,-109.529,Historical,3924,12 - Upper Colo. R.,0,0,1/18/2018
Argyle,1/19/2018,1/25/2018,DAQ,Northeastern Area,10,Piles,Hwy 191,39.88,-110.733,Historical,7200,"16 - Above 6,500 feet
",0,0,1/18/2018
Zion Grass RX,1/19/2018,1/25/2018,NPS,Utah NPS Units,26,Broadcast,,37.211,-112.977,Historical,3999,"3 - Virgin R.
",1,0,1/18/2018
Duck Creek Fuels Piles,1/19/2018,1/25/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,1/18/2018
Cedar City Piles,1/19/2018,1/25/2018,USFS,Dixie NF Cedar City,1000,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.511,-112.719,Historical,7300,"16 - Above 6,500 feet
",0,0,1/18/2018
D4 Piles,1/17/2018,1/23/2018,USFS,Dixie NF Cedar City,15,Piles,"Capitol Reef National Park, Box Death Hollow Wilderness, Bryce Canyon National Park",37.97,-111.851,Historical,8200,"16 - Above 6,500 feet
",0,0,1/16/2018
South Zone Pile Burn,1/18/2018,1/24/2018,USFS,UWC NF South Zone,162,Piles,Payson City,39.969,-111.705,Historical,4000,"10 - San Pitch R.
",0,0,1/16/2018
East Zone Pile Burn,1/19/2018,1/25/2018,USFS,UWC NF North Zone,5,Piles,,40.496,-111.079,Historical,7,"16 - Above 6,500 feet
",0,0,1/16/2018
Rainbow Point Piles,1/17/2018,1/23/2018,NPS,Utah NPS Units,10,Piles,"Cannonville, Tropic, Bryce Canyon City",37.474,-112.24,Historical,9035,"16 - Above 6,500 feet
",1,0,1/15/2018
D4 Administrative Piles Rx,1/16/2018,1/19/2018,USFS,Fishlake NF Richfield,50,Piles,"Fishlake Basin, Wayne County, Greenwich, Koosharem, Burrville",38.527,-111.913,Historical,6500,"16 - Above 6,500 feet
",0,0,1/12/2018
South Monroe,1/16/2018,1/19/2018,USFS,Fishlake NF Richfield,100,Stand Replace,"Greenwich, Wayne County, Koosharem , Marysvale, Sevier Valley, North Sevier Valley",38.392,-112.043,Historical,8000,"16 - Above 6,500 feet
",0,0,1/12/2018
Beaver Ranger District Slash Piles,1/16/2018,1/22/2018,USFS,Fishlake NF Beaver,100,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,1/11/2018
Duck Creek Fuels Piles,1/11/2018,1/17/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,1/9/2018
Cedar City Piles,1/11/2018,1/17/2018,USFS,Dixie NF Cedar City,1200,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.508,-112.718,Historical,7300,"16 - Above 6,500 feet
",0,0,1/9/2018
Kens Lake,1/10/2018,1/16/2018,BLM,Canyon Country District,0.1,Piles,"Moab, Hwy 191",38.477,-109.426,Historical,5200,12 - Upper Colo. R.,1,0,1/9/2018
Scofield Mountain Homes,1/9/2018,1/12/2018,State,Southeastern Area,5,Piles,Scofield Town,39.759,-111.179,Historical,7800,"16 - Above 6,500 feet
",0,0,1/8/2018
Willow Basin Rx,1/10/2018,1/18/2018,State,Southeastern Area,20,Piles,Castle Valley,38.615,-109.251,Historical,7600,"16 - Above 6,500 feet
",0,0,1/8/2018
Johnson Creek,2/15/2018,2/21/2018,State,Southeastern Area,40,Piles,"Monticello, Blanding",37.727,-109.458,Historical,6500,"16 - Above 6,500 feet
",0,0,1/8/2018
East Zone Pile Burn,1/10/2018,1/16/2018,USFS,UWC NF North Zone,8,Piles,,40.497,-111.08,Historical,7,"16 - Above 6,500 feet
",0,0,1/8/2018
Argyle,1/9/2018,1/15/2018,State,Northeastern Area,10,Piles,Hwy 191,39.88,-110.733,Historical,7200,"16 - Above 6,500 feet
",0,0,1/8/2018
Fremont River Slash Pile ,1/9/2018,1/15/2018,USFS,Fishlake NF Richfield,50,Piles,,38.648,-111.671,Historical,6500,"16 - Above 6,500 feet
",0,0,1/8/2018
D4 Piles,1/8/2018,1/14/2018,USFS,Dixie NF Cedar City,70,Piles,"Capitol Reef National Park, Box Death Hollow Wilderness, Bryce Canyon National Park",37.916,-111.869,Historical,8200,"16 - Above 6,500 feet
",0,0,1/5/2018
Beaver Ranger District Slash Piles,1/9/2018,1/15/2018,USFS,Fishlake NF Beaver,100,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,1/5/2018
Monroe Mountain Piles,1/8/2018,1/14/2018,State,Central Area,10,Piles,"Koosharem, Monroe",38.533,-112.039,Historical,9700,"16 - Above 6,500 feet
",0,0,1/4/2018
Duck Creek Fuels Piles,1/4/2018,1/10/2018,USFS,Dixie NF Cedar City,800,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,1/3/2018
Cedar City Piles,1/4/2018,1/10/2018,USFS,Dixie NF Cedar City,1500,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,1/3/2018
Powell District Piles,1/3/2018,1/9/2018,USFS,Dixie NF Pine Valley,200,Piles,"Bryce Canyon Airport, Bryce Canyon City, Bryce Canyon City",37.805,-112.119,Historical,7000,"16 - Above 6,500 feet
",0,0,1/2/2018
Beaver Ranger District Slash Piles,1/2/2018,1/8/2018,USFS,Fishlake NF Beaver,100,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,1/2/2018
Beaver Ranger District Slash Piles,12/26/2017,1/1/2018,USFS,Fishlake NF Beaver,100,Piles,,38.237,-112.467,Historical,6500,"16 - Above 6,500 feet
",0,0,12/24/2017
Monroe Mountain Piles,12/21/2017,12/27/2017,State,Central Area,20,Piles,"Koosharem, Monroe",38.657,-111.99,Historical,9700,"16 - Above 6,500 feet
",0,0,12/19/2017
Duck Creek Fuels Piles,12/20/2017,12/22/2017,USFS,Dixie NF Cedar City,600,Partial Burn,,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,12/19/2017
Cedar City Piles,12/20/2017,12/22/2017,USFS,Dixie NF Cedar City,800,Piles,"Duck Creek Village, Panguitch Lake",37.859,-112.674,Historical,7300,"16 - Above 6,500 feet
",0,0,12/19/2017
Fremont River Slash Pile ,12/28/2017,1/3/2018,USFS,Fishlake NF Richfield,25,Piles,,38.648,-111.671,Historical,6500,"16 - Above 6,500 feet
",0,0,12/19/2017
East Zone Pile Burn,12/20/2017,12/26/2017,USFS,UWC NF North Zone,2,Piles,,40.608,-111.168,Historical,7,"16 - Above 6,500 feet
",0,0,12/19/2017
North Zone Piles,12/20/2017,12/26/2017,USFS,UWC NF North Zone,15,Piles,"McKinnon, Mountain View",41.252,-111.82,Historical,4000,"5 - N. Wasatch Front
",0,0,12/18/2017
Beaver Ranger District Slash Piles,12/17/2017,12/23/2017,USFS,Fishlake NF Beaver,50,Piles,,38.237,-112.467,Historical,6500,"16 - Above 6,500 feet
",0,0,12/15/2017
Kens Lake,12/14/2017,12/20/2017,BLM,Canyon Country District,0.1,Piles,,38.477,-109.426,Historical,5200,12 - Upper Colo. R.,1,0,12/14/2017
Beaver Ranger District Slash Piles,12/11/2017,12/17/2017,USFS,Fishlake NF Beaver,25,Piles,,38.313,-112.397,Historical,6500,"16 - Above 6,500 feet
",0,0,12/6/2017
Duck Creek Fuels Aspen,12/6/2017,12/12/2017,USFS,Dixie NF Cedar City,400,Broadcast,,37.497,-112.647,Historical,7300,"16 - Above 6,500 feet
",0,0,12/4/2017
